Category,City,Country,Customer ID,Customer Name,Sum of Discount,Order Date,Order ID,Count of Postal Code,Product ID,Product Name,Sum of Profit,Sum of Quantity,Region,Count of Row ID,Sum of Sales,Segment,Ship Mode,State,Sub-Category,Year,Quarter,Month,Day
Furniture,New York City,United States,LC-17140,Logan Currie,0,2017-09-22 00:00:00,CA-2017-162789,1,FUR-FU-10004864,Eldon 500 Class Desk Accessories,3.9831,1,East,1,12.07,Consumer,Second Class,New York,Furnishings,2017,Qtr 3,September,24
Furniture,New York City,United States,LD-17005,Lisa DeCherney,0,2014-09-29 00:00:00,CA-2014-124856,1,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",36.3816,4,East,1,117.36,Consumer,Second Class,New York,Furnishings,2014,Qtr 4,October,3
Furniture,New York City,United States,LF-17185,Luke Foster,0.1,2015-03-05 00:00:00,CA-2015-109512,1,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",63.9345,7,East,1,383.607,Consumer,Same Day,New York,Chairs,2015,Qtr 1,March,5
Furniture,New York City,United States,LS-16975,Lindsay Shagiari,0.4,2015-09-17 00:00:00,US-2015-138919,1,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-103.266,2,East,1,344.22,Home Office,Standard Class,New York,Tables,2015,Qtr 3,September,21
Furniture,New York City,United States,LW-17215,Luke Weiss,0.1,2014-09-12 00:00:00,CA-2014-116246,1,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,420.588,6,East,1,3785.292,Consumer,Second Class,New York,Chairs,2014,Qtr 3,September,17
Furniture,New York City,United States,MB-17305,Maria Bertelson,0.1,2016-11-14 00:00:00,CA-2016-118759,1,FUR-CH-10002335,Hon GuestStacker Chair,72.5344,2,East,1,408.006,Consumer,First Class,New York,Chairs,2016,Qtr 4,November,17
Furniture,New York City,United States,MC-17275,Marc Crier,0.4,2015-09-07 00:00:00,CA-2015-105599,1,FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,-14.1639,3,East,1,27.414,Consumer,Same Day,New York,Tables,2015,Qtr 3,September,7
Furniture,New York City,United States,MC-17425,Mark Cousins,0,2015-11-28 00:00:00,CA-2015-161711,1,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",27.9456,3,East,1,68.16,Corporate,Standard Class,New York,Furnishings,2015,Qtr 4,December,3
Furniture,New York City,United States,MF-18250,Monica Federle,0,2015-08-09 00:00:00,CA-2015-128013,1,FUR-FU-10000320,OIC Stacking Trays,4.4088,3,East,1,10.02,Corporate,Standard Class,New York,Furnishings,2015,Qtr 3,August,16
Furniture,New York City,United States,MH-17785,Maya Herman,0,2014-09-30 00:00:00,CA-2014-159478,1,FUR-FU-10000221,"Master Caster Door Stop, Brown",5.1816,3,East,1,15.24,Corporate,Standard Class,New York,Furnishings,2014,Qtr 4,October,6
Furniture,New York City,United States,MM-17920,Michael Moore,0.4,2015-01-10 00:00:00,US-2015-157154,1,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,-373.3048,4,East,1,1018.104,Consumer,Standard Class,New York,Tables,2015,Qtr 1,January,15
Furniture,New York City,United States,MM-18055,Michelle Moray,0.1,2017-07-15 00:00:00,CA-2017-164378,1,FUR-CH-10002084,Hon Mobius Operator's Chair,88.5528,6,East,1,664.146,Consumer,Second Class,New York,Chairs,2017,Qtr 3,July,18
Furniture,New York City,United States,MM-18280,Muhammed MacIntyre,0,2017-09-18 00:00:00,CA-2017-148068,1,FUR-FU-10002268,Ultra Door Push Plate,3.2406,2,East,1,9.82,Corporate,Standard Class,New York,Furnishings,2017,Qtr 3,September,25
Furniture,New York City,United States,MN-17935,Michael Nguyen,0,2017-11-26 00:00:00,CA-2017-100097,1,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",37.884,5,East,1,135.3,Consumer,Second Class,New York,Furnishings,2017,Qtr 4,November,29
Furniture,New York City,United States,MO-17500,Mary O'Rourke,0.2,2016-09-06 00:00:00,CA-2016-102981,1,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",90.294,3,East,1,722.352,Consumer,Second Class,New York,Bookcases,2016,Qtr 3,September,9
Furniture,New York City,United States,MO-17800,Meg O'Connel,0,2017-09-15 00:00:00,CA-2017-163020,1,FUR-FU-10000221,"Master Caster Door Stop, Brown",12.0904,7,East,1,35.56,Home Office,Standard Class,New York,Furnishings,2017,Qtr 3,September,19
Furniture,New York City,United States,MP-17470,Mark Packer,0.2,2015-10-12 00:00:00,CA-2015-102281,1,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",46.9764,3,East,1,626.352,Home Office,First Class,New York,Bookcases,2015,Qtr 4,October,14
Furniture,New York City,United States,MP-17470,Mark Packer,0.2,2015-10-12 00:00:00,CA-2015-102281,1,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",112.392,4,East,1,899.136,Home Office,First Class,New York,Bookcases,2015,Qtr 4,October,14
Furniture,New York City,United States,MP-18175,Mike Pelletier,0.2,2014-11-25 00:00:00,CA-2014-119151,1,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",-37.9434,3,East,1,275.952,Home Office,Second Class,New York,Bookcases,2014,Qtr 4,November,29
Furniture,New York City,United States,MS-17365,Maribeth Schnelling,0.1,2015-12-04 00:00:00,CA-2015-130659,1,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",29.8802,7,East,1,384.174,Consumer,Second Class,New York,Chairs,2015,Qtr 4,December,9
Furniture,New York City,United States,MV-17485,Mark Van Huff,0.1,2017-03-24 00:00:00,CA-2017-122308,1,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",60.392,2,East,1,271.764,Consumer,Standard Class,New York,Chairs,2017,Qtr 1,March,28
Furniture,New York City,United States,MW-18220,Mitch Webber,0.2,2014-09-20 00:00:00,CA-2014-125997,1,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,-10.0196,2,East,1,801.568,Consumer,First Class,New York,Bookcases,2014,Qtr 3,September,23
Furniture,New York City,United States,MW-18220,Mitch Webber,0.1,2014-09-20 00:00:00,CA-2014-125997,1,FUR-CH-10001394,Global Leather Executive Chair,140.396,2,East,1,631.782,Consumer,First Class,New York,Chairs,2014,Qtr 3,September,23
Furniture,New York City,United States,MY-17380,Maribeth Yedwab,0,2017-10-16 00:00:00,CA-2017-132234,1,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,175.136,13,East,1,547.3,Corporate,First Class,New York,Furnishings,2017,Qtr 4,October,18
Furniture,New York City,United States,NB-18655,Nona Balk,0.4,2016-10-16 00:00:00,CA-2016-132066,1,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,-37.9152,1,East,1,142.182,Corporate,Standard Class,New York,Tables,2016,Qtr 4,October,20
Furniture,New York City,United States,ND-18370,Natalie DeCherney,0.1,2015-07-13 00:00:00,CA-2015-114069,1,FUR-CH-10000595,Safco Contoured Stacking Chairs,321.84,9,East,1,1931.04,Consumer,Second Class,New York,Chairs,2015,Qtr 3,July,15
Furniture,New York City,United States,NF-18595,Nicole Fjeld,0,2015-04-04 00:00:00,CA-2015-110667,1,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,22.764,2,East,1,108.4,Home Office,Standard Class,New York,Furnishings,2015,Qtr 2,April,8
Furniture,New York City,United States,NG-18355,Nat Gilpin,0,2017-08-18 00:00:00,CA-2017-117947,1,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",3.0814,2,East,1,9.94,Corporate,Second Class,New York,Furnishings,2017,Qtr 3,August,23
Furniture,New York City,United States,NG-18355,Nat Gilpin,0,2017-08-18 00:00:00,CA-2017-117947,1,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",27.2862,3,East,1,88.02,Corporate,Second Class,New York,Furnishings,2017,Qtr 3,August,23
Furniture,New York City,United States,NG-18355,Nat Gilpin,0,2017-08-18 00:00:00,CA-2017-117947,1,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",15.7872,2,East,1,40.48,Corporate,Second Class,New York,Furnishings,2017,Qtr 3,August,23
Furniture,New York City,United States,NM-18445,Nathan Mautz,0.1,2014-11-04 00:00:00,CA-2014-164973,1,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,24.1568,1,East,1,135.882,Home Office,Standard Class,New York,Chairs,2014,Qtr 4,November,9
Furniture,New York City,United States,NP-18325,Naresj Patel,0,2015-08-09 00:00:00,CA-2015-131338,1,FUR-FU-10001706,Longer-Life Soft White Bulbs,2.9568,2,East,1,6.16,Consumer,First Class,New York,Furnishings,2015,Qtr 3,August,12
Furniture,New York City,United States,NP-18325,Naresj Patel,0,2015-08-09 00:00:00,CA-2015-131338,1,FUR-FU-10002157,Artistic Insta-Plaque,18.3456,3,East,1,47.04,Consumer,First Class,New York,Furnishings,2015,Qtr 3,August,12
Furniture,New York City,United States,NP-18325,Naresj Patel,0.4,2015-08-09 00:00:00,CA-2015-131338,1,FUR-TA-10002607,KI Conference Tables,-153.1224,9,East,1,382.806,Consumer,First Class,New York,Tables,2015,Qtr 3,August,12
Furniture,New York City,United States,NP-18700,Nora Preis,0.4,2016-08-12 00:00:00,CA-2016-105459,1,FUR-TA-10001095,Chromcraft Round Conference Tables,-66.2302,2,East,1,209.148,Consumer,Second Class,New York,Tables,2016,Qtr 3,August,17
Furniture,New York City,United States,NS-18640,Noel Staavos,0,2016-12-12 00:00:00,CA-2016-169824,1,FUR-FU-10004864,Eldon 500 Class Desk Accessories,19.9155,5,East,1,60.35,Corporate,Standard Class,New York,Furnishings,2016,Qtr 4,December,17
Furniture,New York City,United States,NW-18400,Natalie Webber,0.1,2015-05-08 00:00:00,US-2015-160857,1,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",21.294,2,East,1,127.764,Consumer,Standard Class,New York,Chairs,2015,Qtr 2,May,15
Furniture,New York City,United States,NW-18400,Natalie Webber,0,2015-05-08 00:00:00,US-2015-160857,1,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,30.1872,3,East,1,79.44,Consumer,Standard Class,New York,Furnishings,2015,Qtr 2,May,15
Furniture,New York City,United States,PF-19120,Peter Fuller,0.2,2015-09-17 00:00:00,US-2015-126977,1,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,-25.049,5,East,1,2003.92,Consumer,Standard Class,New York,Bookcases,2015,Qtr 3,September,23
Furniture,New York City,United States,PF-19120,Peter Fuller,0.2,2015-09-17 00:00:00,US-2015-126977,1,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",158.5764,6,East,1,4228.704,Consumer,Standard Class,New York,Bookcases,2015,Qtr 3,September,23
Furniture,New York City,United States,PF-19120,Peter Fuller,0.1,2015-09-17 00:00:00,US-2015-126977,1,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,8.8784,2,East,1,199.764,Consumer,Standard Class,New York,Chairs,2015,Qtr 3,September,23
Furniture,New York City,United States,PG-18820,Patrick Gardner,0,2016-09-01 00:00:00,CA-2016-151561,1,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",61.3824,3,East,1,191.82,Consumer,Standard Class,New York,Furnishings,2016,Qtr 3,September,7
Furniture,New York City,United States,PJ-19015,Pauline Johnson,0,2015-07-18 00:00:00,CA-2015-122973,1,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",2.1402,1,East,1,7.38,Consumer,Second Class,New York,Furnishings,2015,Qtr 3,July,20
Furniture,New York City,United States,PK-19075,Pete Kriz,0,2016-12-14 00:00:00,CA-2016-129126,1,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,4,East,1,396.92,Consumer,Standard Class,New York,Furnishings,2016,Qtr 4,December,19
Furniture,New York City,United States,PN-18775,Parhena Norris,0,2017-11-09 00:00:00,CA-2017-161018,1,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,40.5426,7,East,1,96.53,Home Office,Second Class,New York,Furnishings,2017,Qtr 4,November,11
Furniture,New York City,United States,PO-18865,Patrick O'Donnell,0.2,2017-12-30 00:00:00,CA-2017-143259,1,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",12.1176,4,East,1,323.136,Consumer,Standard Class,New York,Bookcases,2018,Qtr 1,January,3
Furniture,New York City,United States,PP-18955,Paul Prost,0.1,2014-09-08 00:00:00,CA-2014-146815,1,FUR-CH-10004289,Global Super Steno Chair,13.4372,2,East,1,172.764,Home Office,Standard Class,New York,Chairs,2014,Qtr 3,September,13
Furniture,New York City,United States,RA-19285,Ralph Arnett,0,2017-06-30 00:00:00,CA-2017-131695,1,FUR-FU-10002045,"Executive Impressions 14""",9.7812,1,East,1,22.23,Consumer,Standard Class,New York,Furnishings,2017,Qtr 3,July,6
Furniture,New York City,United States,RA-19285,Ralph Arnett,0.2,2017-12-25 00:00:00,CA-2017-161480,1,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",4.7996,2,East,1,191.984,Consumer,Standard Class,New York,Bookcases,2017,Qtr 4,December,29
Furniture,New York City,United States,RB-19705,Roger Barcio,0.1,2017-09-14 00:00:00,CA-2017-152975,1,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-6.549,5,East,1,589.41,Home Office,First Class,New York,Chairs,2017,Qtr 3,September,16
Furniture,New York City,United States,RD-19720,Roger Demir,0,2014-11-02 00:00:00,CA-2014-107454,1,FUR-FU-10004018,Tensor Computer Mounted Lamp,24.1218,6,East,1,89.34,Consumer,Standard Class,New York,Furnishings,2014,Qtr 4,November,6
Furniture,New York City,United States,RH-19495,Rick Hansen,0.4,2015-07-31 00:00:00,CA-2015-124891,1,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",-290.8752,7,East,1,1090.782,Consumer,Same Day,New York,Tables,2015,Qtr 3,July,31
Furniture,New York City,United States,RM-19675,Robert Marley,0.1,2014-11-14 00:00:00,CA-2014-166989,1,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",14.6224,2,East,1,69.264,Home Office,Standard Class,New York,Chairs,2014,Qtr 4,November,18
Furniture,New York City,United States,RM-19750,Roland Murray,0,2017-03-06 00:00:00,CA-2017-168193,1,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",16.5531,3,East,1,71.97,Consumer,Second Class,New York,Furnishings,2017,Qtr 1,March,11
Furniture,New York City,United States,SB-20170,Sarah Bern,0.1,2017-06-12 00:00:00,CA-2017-108441,1,FUR-CH-10000595,Safco Contoured Stacking Chairs,143.04,4,East,1,858.24,Consumer,Standard Class,New York,Chairs,2017,Qtr 2,June,18
Furniture,New York City,United States,SB-20185,Sarah Brown,0.2,2017-06-25 00:00:00,CA-2017-116127,1,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,-5.0098,1,East,1,400.784,Consumer,Second Class,New York,Bookcases,2017,Qtr 2,June,27
Furniture,New York City,United States,SC-20380,Shahid Collister,0,2015-08-24 00:00:00,CA-2015-113740,1,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",4.6221,3,East,1,14.91,Consumer,Second Class,New York,Furnishings,2015,Qtr 3,August,28
Furniture,New York City,United States,SG-20470,Sheri Gordon,0.1,2015-06-29 00:00:00,CA-2015-165799,1,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,1.3098,1,East,1,117.882,Consumer,First Class,New York,Chairs,2015,Qtr 3,July,2
Furniture,New York City,United States,SG-20470,Sheri Gordon,0.4,2017-06-30 00:00:00,US-2017-102890,1,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,-295.9785,5,East,1,1044.63,Consumer,Same Day,New York,Tables,2017,Qtr 2,June,30
Furniture,New York City,United States,SG-20605,Speros Goranitis,0,2015-12-06 00:00:00,US-2015-127040,1,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",42.1504,4,East,1,113.92,Consumer,Standard Class,New York,Furnishings,2015,Qtr 4,December,10
Furniture,New York City,United States,SM-20950,Suzanne McNair,0.1,2014-12-20 00:00:00,CA-2014-163412,1,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,36.3018,3,East,1,192.186,Corporate,Second Class,New York,Chairs,2014,Qtr 4,December,23
Furniture,New York City,United States,SM-20950,Suzanne McNair,0,2017-12-05 00:00:00,CA-2017-105235,1,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",18.1908,2,East,1,58.68,Corporate,Standard Class,New York,Furnishings,2017,Qtr 4,December,11
Furniture,New York City,United States,SM-20950,Suzanne McNair,0,2017-12-05 00:00:00,CA-2017-105235,1,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",6.0726,3,East,1,20.94,Corporate,Standard Class,New York,Furnishings,2017,Qtr 4,December,11
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,2017-09-20 00:00:00,CA-2017-100111,1,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,375.735,5,East,1,2254.41,Consumer,Standard Class,New York,Chairs,2017,Qtr 3,September,26
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,2017-09-20 00:00:00,CA-2017-100111,1,FUR-CH-10003061,"Global Leather Task Chair, Black",8.0991,1,East,1,80.991,Consumer,Standard Class,New York,Chairs,2017,Qtr 3,September,26
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,2017-09-20 00:00:00,CA-2017-100111,1,FUR-CH-10003846,Hon Valutask Swivel Chairs,18.1764,3,East,1,272.646,Consumer,Standard Class,New York,Chairs,2017,Qtr 3,September,26
Furniture,New York City,United States,SV-20365,Seth Vernon,0.1,2017-09-20 00:00:00,CA-2017-100111,1,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,609.7157,11,East,1,2888.127,Consumer,Standard Class,New York,Chairs,2017,Qtr 3,September,26
Furniture,New York City,United States,SW-20275,Scott Williamson,0,2017-11-21 00:00:00,CA-2017-107874,1,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,11.2422,1,East,1,27.42,Consumer,Standard Class,New York,Furnishings,2017,Qtr 4,November,25
Furniture,New York City,United States,SW-20755,Steven Ward,0.2,2016-07-14 00:00:00,CA-2016-137050,1,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,21.7176,4,East,1,579.136,Corporate,Second Class,New York,Bookcases,2016,Qtr 3,July,18
Furniture,New York City,United States,TB-21190,Thomas Brumley,0.1,2014-12-27 00:00:00,CA-2014-163447,1,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",161.9674,14,East,1,767.214,Home Office,Standard Class,New York,Chairs,2014,Qtr 4,December,31
Furniture,New York City,United States,TB-21355,Todd Boyes,0,2016-11-22 00:00:00,CA-2016-154711,1,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,11.1664,2,East,1,39.88,Corporate,Standard Class,New York,Furnishings,2016,Qtr 4,November,26
Furniture,New York City,United States,TB-21625,Trudy Brown,0,2017-05-25 00:00:00,CA-2017-120168,1,FUR-FU-10000732,Eldon 200 Class Desk Accessories,6.0288,3,East,1,18.84,Consumer,Same Day,New York,Furnishings,2017,Qtr 2,May,25
Furniture,New York City,United States,TC-21535,Tracy Collins,0,2015-06-04 00:00:00,US-2015-142020,1,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",11.9952,3,East,1,35.28,Home Office,Second Class,New York,Furnishings,2015,Qtr 2,June,8
Furniture,New York City,United States,TH-21235,Tiffany House,0.4,2014-12-23 00:00:00,CA-2014-114517,1,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,-19.5492,2,East,1,53.316,Corporate,Standard Class,New York,Tables,2014,Qtr 4,December,27
Furniture,New York City,United States,TH-21550,Tracy Hopkins,0,2015-07-23 00:00:00,CA-2015-120810,1,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",50.2398,3,East,1,128.82,Home Office,Standard Class,New York,Furnishings,2015,Qtr 3,July,27
Furniture,New York City,United States,TS-21340,Toby Swindell,0,2017-05-18 00:00:00,CA-2017-117863,1,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",6.2608,2,East,1,14.56,Consumer,Standard Class,New York,Furnishings,2017,Qtr 2,May,23
Furniture,New York City,United States,TS-21370,Todd Sumrall,0.1,2017-10-05 00:00:00,CA-2017-143112,1,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",2.4598,2,East,1,221.382,Corporate,Standard Class,New York,Chairs,2017,Qtr 4,October,9
Furniture,New York City,United States,TS-21370,Todd Sumrall,0.1,2017-11-24 00:00:00,CA-2017-166436,1,FUR-CH-10000785,Global Ergonomic Managers Chair,173.7408,6,East,1,977.292,Corporate,Standard Class,New York,Chairs,2017,Qtr 4,November,28
Furniture,New York City,United States,VD-21670,Valerie Dominguez,0,2015-11-01 00:00:00,CA-2015-113145,1,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",106.477,5,East,1,259.7,Consumer,Standard Class,New York,Furnishings,2015,Qtr 4,November,5
Furniture,New York City,United States,VP-21760,Victoria Pisteka,0,2016-06-26 00:00:00,CA-2016-102127,1,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",12.8316,3,East,1,37.74,Corporate,Standard Class,New York,Furnishings,2016,Qtr 3,July,2
Furniture,Newark,United States,BT-11680,Brian Thompson,0.2,2017-11-20 00:00:00,US-2017-161193,1,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1.5714,2,East,1,4.656,Consumer,Standard Class,Ohio,Furnishings,2017,Qtr 4,November,26
Furniture,Newark,United States,BT-11680,Brian Thompson,0.2,2017-11-20 00:00:00,US-2017-161193,1,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",28.13,5,East,1,77.6,Consumer,Standard Class,Ohio,Furnishings,2017,Qtr 4,November,26
Furniture,Newark,United States,DB-13555,Dorothy Badders,0,2017-03-02 00:00:00,CA-2017-104885,1,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",101.6508,2,East,1,441.96,Corporate,Standard Class,Delaware,Bookcases,2017,Qtr 1,March,8
Furniture,Newark,United States,HE-14800,Harold Engle,0,2016-12-05 00:00:00,CA-2016-146374,1,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,6.432,1,East,1,13.4,Corporate,Second Class,Delaware,Furnishings,2016,Qtr 4,December,10
Furniture,Newark,United States,HE-14800,Harold Engle,0,2017-07-08 00:00:00,CA-2017-140480,1,FUR-FU-10001057,Tensor Track Tree Floor Lamp,9.1954,2,East,1,39.98,Corporate,Standard Class,Delaware,Furnishings,2017,Qtr 3,July,12
Furniture,Newark,United States,HE-14800,Harold Engle,0,2017-07-08 00:00:00,CA-2017-140480,1,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,5.8744,4,East,1,83.92,Corporate,Standard Class,Delaware,Furnishings,2017,Qtr 3,July,12
Furniture,Newark,United States,HK-14890,Heather Kirkland,0,2015-10-25 00:00:00,CA-2015-109862,1,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",75.686,5,East,1,291.1,Corporate,Standard Class,Delaware,Chairs,2015,Qtr 4,October,30
Furniture,Newark,United States,JE-15745,Joel Eaton,0.3,2015-11-21 00:00:00,US-2015-101511,1,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",-11.3372,7,East,1,396.802,Consumer,Second Class,Ohio,Chairs,2015,Qtr 4,November,23
Furniture,Newark,United States,JM-16195,Justin MacKendrick,0,2016-11-14 00:00:00,US-2016-117541,1,FUR-FU-10000550,Stacking Trays by OIC,6.5736,4,East,1,19.92,Consumer,Standard Class,Delaware,Furnishings,2016,Qtr 4,November,20
Furniture,Newark,United States,KB-16315,Karl Braun,0,2014-08-26 00:00:00,CA-2014-103331,1,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,4.0584,4,East,1,10.68,Consumer,Standard Class,Delaware,Furnishings,2014,Qtr 3,September,1
Furniture,Newark,United States,KC-16540,Kelly Collister,0.2,2017-09-24 00:00:00,CA-2017-108910,1,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",24.4758,3,East,1,103.056,Consumer,Standard Class,Ohio,Furnishings,2017,Qtr 3,September,29
Furniture,Newark,United States,KH-16330,Katharine Harms,0.3,2017-06-19 00:00:00,CA-2017-128944,1,FUR-CH-10000785,Global Ergonomic Managers Chair,-43.4352,6,East,1,760.116,Corporate,Second Class,Ohio,Chairs,2017,Qtr 2,June,21
Furniture,Newark,United States,KH-16330,Katharine Harms,0.2,2017-06-19 00:00:00,CA-2017-128944,1,FUR-FU-10004909,Contemporary Wood/Metal Frame,7.272,3,East,1,38.784,Corporate,Second Class,Ohio,Furnishings,2017,Qtr 2,June,21
Furniture,Newark,United States,KL-16645,Ken Lonsdale,0,2015-11-13 00:00:00,CA-2015-115798,1,FUR-BO-10004467,Bestar Classic Bookcase,56.9943,3,East,1,299.97,Consumer,Standard Class,Delaware,Bookcases,2015,Qtr 4,November,19
Furniture,Newark,United States,MG-17680,Maureen Gastineau,0.2,2014-10-22 00:00:00,CA-2014-110072,1,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",12.9096,4,East,1,93.888,Home Office,Standard Class,Ohio,Furnishings,2014,Qtr 4,October,28
Furniture,Newark,United States,NF-18385,Natalie Fritzler,0.2,2015-12-15 00:00:00,CA-2015-147830,1,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",69.0018,7,East,1,262.864,Consumer,First Class,Ohio,Furnishings,2015,Qtr 4,December,18
Furniture,Newark,United States,SM-20905,Susan MacKendrick,0.2,2016-05-03 00:00:00,CA-2016-129280,1,FUR-FU-10001876,"Computer Room Manger, 14""",10.3936,2,East,1,51.968,Consumer,First Class,Ohio,Furnishings,2016,Qtr 2,May,5
Furniture,Newark,United States,YC-21895,Yoseph Carroll,0,2014-11-17 00:00:00,CA-2014-119375,1,FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,14.9292,3,East,1,124.41,Corporate,Standard Class,Delaware,Furnishings,2014,Qtr 4,November,22
Furniture,Newport News,United States,FH-14275,Frank Hawley,0,2014-10-21 00:00:00,CA-2014-100916,1,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,112.3508,4,South,1,591.32,Corporate,Standard Class,Virginia,Tables,2014,Qtr 4,October,26
Furniture,Noblesville,United States,AS-10285,Alejandro Savely,0,2016-11-11 00:00:00,US-2016-164196,1,FUR-TA-10001950,Balt Solid Wood Round Tables,241.1046,6,Central,1,2678.94,Corporate,Standard Class,Indiana,Tables,2016,Qtr 4,November,17
Furniture,Normal,United States,DR-12940,Daniel Raglin,0.3,2015-03-30 00:00:00,CA-2015-104871,1,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-110.0232,4,Central,1,366.744,Home Office,Standard Class,Illinois,Chairs,2015,Qtr 2,April,3
Furniture,North Charleston,United States,JE-16165,Justin Ellison,0,2017-12-10 00:00:00,US-2017-135503,1,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",4.2804,2,South,1,14.76,Corporate,Standard Class,South Carolina,Furnishings,2017,Qtr 4,December,15
